name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
POR DEPORTE (INTRO),3TVj2BMkPJHCUTj8CvHkEk,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,57,0,True,0.681,0.77,0,-4.44,0,0.233,0.216,0.0,0.227,0.825,93.895,183472,4
DIFERENTE,0zjlDOMaan6IH87OFaosuZ,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,51,0,True,0.782,0.756,0,-4.032,0,0.0498,0.237,0.000517,0.651,0.805,113.001,181272,4
PAPACITO,4dmK2mmHgCcQZ3EWQopoKz,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,59,0,True,0.867,0.753,8,-4.577,0,0.179,0.412,0.0,0.288,0.361,102.028,200007,4
NO MIENTE,1eYRlj2QoyOvIg01v14gpU,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,48,0,True,0.608,0.673,7,-2.76,0,0.0384,0.602,0.0,0.298,0.487,131.957,219183,4
YOGURCITO,6rZno3nqeT7hv2PnSWRuYS,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,60,0,True,0.753,0.61,5,-5.527,0,0.0517,0.176,0.0,0.183,0.802,141.958,183536,4
BOGOTA,2NubPWw8mgyH46NCohwRBz,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,50,0,True,0.789,0.787,6,-3.978,0,0.0449,0.429,0.0,0.0896,0.384,112.003,178933,5
MAMI,1hZVLlcJK9FJ9FLIrUJsCY,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,48,0,True,0.767,0.674,4,-4.57,0,0.0509,0.213,0.000197,0.12,0.353,94.0,208732,4
DEJALO,53D7pcm0U1NmVYYRvgdEdD,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,57,0,True,0.86,0.692,4,-4.927,0,0.154,0.121,0.00114,0.0693,0.77,93.025,195723,4
BANDIDAJE,32EVXf1H0dj3VUuuJTpwoN,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,48,0,True,0.847,0.757,8,-4.199,0,0.0373,0.102,0.0389,0.103,0.635,127.976,134990,4
MAGIA,45oMyfpfU6b6rJO8UKkCkG,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,55,0,True,0.737,0.804,2,-4.686,1,0.0493,0.165,1.26e-05,0.122,0.212,126.042,189705,4
SOMOS NOSOTROS,2vJj4sl36nHucVdVvLjzWR,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,BlessDeluxury,56,0,True,0.731,0.725,1,-5.057,0,0.072,0.25,0.0,0.0988,0.492,98.031,177669,4
La noche,5rKvZ0bdFIpm3kTFzZ2bwJ,Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,REFLEXA,51,0,True,0.681,0.889,1,-8.2,0,0.0489,0.0928,0.000687,0.111,0.729,125.029,169800,4
Ley universal,3LajiduYalkeMeYbYJQP0s,Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,REFLEXA,60,0,True,0.673,0.873,11,-5.463,1,0.227,0.145,0.0,0.154,0.471,187.913,189839,4
AMOR,58UCQZoSDprVXVLgcCVBHt,Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,REFLEXA,63,0,True,0.775,0.831,1,-5.784,1,0.154,0.0346,0.000259,0.0806,0.295,97.93,180857,4
Tauro y Piscis,0saR6zgPZPIDxVxujDX2Ah,Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,REFLEXA,53,0,True,0.712,0.761,1,-3.95,0,0.177,0.00309,0.0,0.0776,0.733,178.005,144422,4
La idea de amarme,7FJRTNO2iN43J3B7nO5tD5,Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,REFLEXA,50,0,True,0.626,0.802,11,-6.225,1,0.0845,0.0849,0.00809,0.0878,0.273,173.955,149798,4
Medio friends,1WpWQJnnZL8qGNOUoF1wE9,Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,REFLEXA,51,0,False,0.745,0.744,7,-9.028,1,0.0461,0.16,0.00423,0.106,0.55,110.028,149835,4
Cero condiciones,5gcDxF5cQcFotnHwECycov,Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,REFLEXA,49,0,True,0.555,0.691,2,-5.644,0,0.0499,0.0164,0.00763,0.15,0.151,114.597,210533,4
