name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Guess featuring Billie Eilish,3WOhcATHxK2SLNeP5W3v1v,Charli xcx,25uiPmTg16RbhZWAqwLBy5,Guess featuring Billie Eilish,92,1,False,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,145219,4
Dawn FM,6krYS8KtmNAYyb5uTZiYW4,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,55,0,False,0.28,0.478,9,-8.755,0,0.037,0.674,5.85e-05,0.483,0.0807,111.65,96240,4
Gasoline,3KyKxJ4P3pVCgaZwaq2rUC,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,67,0,False,0.728,0.741,6,-7.075,0,0.0473,0.000582,0.00206,0.33,0.31,123.006,212166,4
How Do I Make You Love Me?,2Ghp894n1laIf2w98VeAOJ,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,64,0,False,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006,214215,4
Take My Breath,2vgUijXOTRMnWXDtvgMp2b,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,69,0,False,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,339023,4
Sacrifice,1nH2PkJL1XoUq8oE6tBZoU,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,70,0,True,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4
A Tale By Quincy,759ndr57jb0URg4j9YSWml,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,52,0,True,0.447,0.513,5,-8.67,0,0.127,0.679,2.98e-05,0.096,0.572,67.289,96232,3
Out of Time,2SLwbpExuoBDZBpjfefCtV,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,74,0,False,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,214194,4
"Here We Go… Again (feat. Tyler, the Creator)",1NhjYYcYTRywc0di98xHxf,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,60,0,True,0.469,0.623,1,-4.432,1,0.0302,0.345,0.0,0.588,0.198,134.943,209778,4
Best Friends,1E5Xu8dur0fAjSP1VpVhAZ,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,62,0,False,0.737,0.564,4,-7.045,0,0.105,0.436,0.0,0.351,0.528,90.0,163504,4
Is There Someone Else?,0mL82sxCRjrs3br407IdJh,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,81,0,False,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,199111,4
Starry Eyes,6zzdyvVWjGrQBraSvuqJPY,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,61,0,False,0.309,0.418,9,-8.622,0,0.031,0.465,7.58e-05,0.295,0.146,134.23,148000,4
Every Angel is Terrifying,3vJcz8exedHCjQ9ed95NqU,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,52,0,False,0.447,0.959,0,-5.59,1,0.348,0.109,2.75e-05,0.0498,0.46,118.167,167256,4
Don’t Break My Heart,6a4GH1gljLL7VvmO9u5O92,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,58,0,False,0.767,0.618,10,-7.163,1,0.032,0.31,0.0,0.179,0.243,121.959,205469,4
I Heard You’re Married (feat. Lil Wayne),5XbA7TAqsD0fj0dGBrbb0D,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,58,0,True,0.736,0.848,9,-5.494,0,0.171,0.103,0.0,0.299,0.784,109.946,263642,4
Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,72,0,False,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,4
Phantom Regret by Jim,1NlK2NtpuUazpziLhnJwEV,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,51,0,False,0.394,0.519,9,-11.042,0,0.0465,0.75,0.195,0.129,0.241,110.113,179580,4
Welcome To New York (Taylor's Version),1hR8BSuEqPCCZfv93zzzz9,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989 (Taylor's Version),70,0,False,0.76,0.602,7,-4.871,1,0.0316,0.00661,0.000133,0.325,0.685,116.989,212600,4
Blank Space (Taylor's Version),45wMBGri1PORPjM9PwFfrS,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989 (Taylor's Version),79,0,False,0.732,0.719,0,-5.469,1,0.0645,0.0901,0.0,0.331,0.71,96.035,231833,4
Style (Taylor's Version),1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989 (Taylor's Version),79,0,False,0.514,0.821,7,-4.803,1,0.0444,0.000456,0.0232,0.0946,0.298,94.884,231000,4
Out Of The Woods (Taylor's Version),045ZeOHPIzhxxsm8bq5kyE,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989 (Taylor's Version),73,0,False,0.544,0.884,7,-5.973,1,0.0383,0.000466,0.000134,0.381,0.184,91.981,235800,4
All You Had To Do Was Stay (Taylor's Version),6GXgd1BPD9bUpqw5AntGV5,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989 (Taylor's Version),68,0,False,0.589,0.713,0,-5.614,1,0.0308,0.000778,0.0,0.188,0.54,97.069,193289,4
Shake It Off (Taylor's Version),3pv7Q5v2dpdefwdWIvE7yH,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989 (Taylor's Version),74,0,False,0.632,0.805,7,-5.707,1,0.069,0.0112,2.51e-05,0.156,0.903,160.052,219209,4
