name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"I'm A Star - From ""Wish""/Soundtrack Version",65lW5EcvV8MSL7qhSxpRGR,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",46,1,False,0.774,0.683,0,-7.37,1,0.227,0.177,0.0,0.0345,0.756,110.013,174787,4
"Una estrella - De ""Wish: El Poder de los Deseos""/Banda Sonora Original en Español",01SbZuoQ1Wm2BK2k8hItbO,Elenco de Wish,3cIjHsZRKDs0AiZbd462y6,"I'm A Star (From “Wish"")",16,0,False,0.752,0.653,0,-8.254,1,0.261,0.362,0.0,0.032,0.781,110.001,174787,4
"I'm A Star - From ""Wish""/Soundtrack Version",7yHwugeQ3UtZiisbdFwB2H,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",28,1,False,0.721,0.722,0,-7.662,1,0.289,0.275,0.0,0.245,0.814,109.627,174787,4
"I'm A Star - From ""Wish""/Mandarin Taiwanese Soundtrack Version",4cMou95et6MMEweotW9Z0y,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",7,0,False,0.68,0.651,0,-9.167,1,0.273,0.262,0.0,0.0619,0.802,109.891,174787,4
"Ein Star - aus ""Wish""/Deutscher Original Film-Soundtrack",4Uuc1Py9u1ZUmOLOMSjGO2,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",19,0,False,0.786,0.68,0,-7.753,1,0.247,0.19,0.0,0.0581,0.736,110.022,174787,4
"I'm A Star - From ""Wish""/Soundtrack Version",12YsYYOnWM030DTEDWpGIS,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",3,0,False,0.719,0.677,0,-9.186,1,0.283,0.198,0.0,0.035,0.76,110.196,174787,4
"Soy una estrella - De ""Wish: El poder de los deseos""/Banda Sonoroa Original en Castellano",4fIbie7MTTQhR9fYJn75OV,Wish - Elenco,4rQKopxtZYHPHUlDupAdgh,"I'm A Star (From “Wish"")",3,0,False,0.672,0.642,0,-7.69,1,0.333,0.261,0.0,0.038,0.722,110.296,174787,4
"I'm A Star - From ""Wish""/Korean Soundtrack Version",57vdEpqd3eynltZ9R5sALq,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",2,0,False,0.691,0.705,0,-8.527,1,0.255,0.256,0.0,0.0825,0.803,109.861,174787,4
"Ik ben een ster - Van ""Wish""/Originele Nederlandstalige Soundtrack",0YUiTkzC6MsJmktivDSHRR,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",19,0,False,0.752,0.682,0,-8.296,1,0.249,0.112,1.75e-05,0.377,0.746,109.86,174787,4
"Ik Ben Een Ster - Van ""Wish""/Originele Vlaamse Soundtrack",4f4N126O2VEA3WsQaoBMfW,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",3,0,False,0.682,0.66,0,-7.06,1,0.341,0.227,0.0,0.0814,0.787,109.862,174787,4
"I'm A Star - From ""Wish""/Soundtrack Version",4YB8aIDbrw9nbvwq7vT1wF,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",4,0,False,0.727,0.712,0,-6.728,1,0.295,0.314,0.0,0.0334,0.81,110.244,174787,4
"I'm A Star - From ""Wish""/Bulgarian Soundtrack Version",4PR58GRUw8KwOBuevM89YX,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",2,0,False,0.748,0.657,0,-7.634,1,0.346,0.188,0.0,0.125,0.749,110.016,174787,4
"I'm A Star - From ""Wish""/Georgian Soundtrack Version",5VgtNw2iur5DtdNcoSPt9G,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",1,0,False,0.689,0.635,0,-8.465,1,0.292,0.14,0.0,0.0284,0.674,110.195,174787,4
"Một Ngôi Sao - From ""Wish""/Soundtrack Version",0AU8tuu7MizX7B1w8eBqNy,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",3,0,False,0.758,0.641,0,-8.46,1,0.275,0.357,0.0,0.0923,0.857,109.91,174787,4
"Sou Estrela - De ""Wish: O Poder dos Desejos""/Banda Sonora Original em Português",3sjLdopFSB2VqjWNy7t9ZJ,Wish - Elenco,4rQKopxtZYHPHUlDupAdgh,"I'm A Star (From “Wish"")",3,0,False,0.71,0.67,0,-7.611,1,0.356,0.132,0.0,0.0355,0.697,109.824,174787,4
"Tous des étoiles - De ""Wish: Asha et la bonne étoile""/Bande Originale Française du Film",1OSeP5AErWCNLRH23ONzJZ,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",23,1,False,0.755,0.71,0,-7.893,1,0.177,0.271,0.0,0.0316,0.739,110.035,174787,4
כמו כוכב - מתוך ”המשאלה”/פס הקול המקורי של הסרט,4ZxXuRjhLoKKQ2oli0xKrb,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",6,0,False,0.729,0.667,0,-8.01,1,0.223,0.28,0.0,0.03,0.73,109.97,174787,4
"I'm A Star - From ""Wish""/Soundtrack Version",0DBRPIz1fmuymgbhPeds7D,Wish - Cast,5OLl3QAQOcnab5ofRR05jM,"I'm A Star (From “Wish"")",1,0,False,0.687,0.656,0,-8.424,1,0.246,0.252,0.0,0.323,0.778,109.873,174787,4
"Jag Är En Stjärna - Från ""Önskan""/Svenskt Original Soundtrack",240xRAkRv2U679N9EjRf0K,Önskan - Cast,4H4pownc8DB0UPE8yxN82q,"I'm A Star (From “Wish"")",1,0,False,0.785,0.668,7,-7.426,1,0.248,0.259,0.0,0.0364,0.79,110.03,174787,4
"Jeg er en stjerne - Fra ""Ønsket""/Originalt Dansk Soundtrack",1ZAQb1xzPFN0nSCdzprAlA,Ønsket - Ensemble,2COmCqAWaQewQf2KsWSq85,"I'm A Star (From “Wish"")",1,0,False,0.745,0.654,0,-7.532,1,0.271,0.238,0.0,0.0342,0.797,109.971,174787,4
Love Bites (Feat. Tove Lo & SG Lewis) - Don Diablo Remix,4DTjXbSEScWCuWKxzgsf73,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,Love Bites (Feat. Tove Lo & SG Lewis) [Don Diablo Remix],44,0,True,0.755,0.938,6,-5.056,0,0.0898,0.226,0.016,0.0882,0.381,128.007,221251,4
