name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Heather,7g7LWspZjitsgu4JZ8S4hM,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,Beautiful Songs,6,0,False,0.357,0.425,5,-7.301,1,0.0331,0.586,0.0,0.322,0.273,102.074,198040,3
Past Lives,3ttNOEsJb6pxk0s9hDCmSF,BØRNS,1KP6TWI40m7p3QBTU6u2xo,Beautiful Songs,19,0,False,0.743,0.685,4,-6.863,1,0.0973,0.0664,6.66e-05,0.0884,0.442,109.991,274320,4
High Enough,16OeDcbfMCukQlbta30EZK,K.Flay,0pCNk4D3E2xtszsm6hMsWr,Beautiful Songs,8,0,False,0.611,0.619,0,-5.005,1,0.0295,0.0296,0.0912,0.167,0.543,88.974,231600,4
Somebody That I Used To Know,3aIUnaeleoMyYjaefSCUsT,Gotye,2AsusXITU8P25dlRNhcAbG,Beautiful Songs,5,0,False,0.865,0.511,0,-6.983,1,0.0362,0.544,9.38e-05,0.102,0.774,129.059,245755,4
Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,53dujPhER6CFcENwrmA0r4,Lorde,163tK9Wjr9P9DmM0AVK7lm,Beautiful Songs,10,0,False,0.575,0.571,11,-9.291,0,0.101,0.597,0.000159,0.108,0.0614,110.993,155587,4
Everlasting Love,2cQAT7VTgcr5iOptDYAwa5,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,Beautiful Songs,1,0,False,0.727,0.498,8,-7.963,1,0.0335,0.39,0.0,0.106,0.342,125.947,202347,4
My Blood,38Wwo4k4tE7kjFiboejFAT,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,Beautiful Songs,20,0,False,0.471,0.578,0,-5.286,1,0.0287,0.554,0.0,0.222,0.289,87.065,234400,4
Wild World,13XiWuvMYLMNXwhn7atMb5,Yusuf / Cat Stevens,08F3Y3SctIlsOEmKd6dnH8,Beautiful Songs,4,0,False,0.484,0.509,0,-9.412,1,0.0357,0.367,0.000686,0.112,0.549,151.937,200573,4
Lonely Star,7Mxk2QULN9IUnFtjuKh3C1,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,Beautiful Songs,2,0,False,0.488,0.277,1,-15.568,0,0.224,0.88,0.0143,0.0857,0.219,84.113,237387,4
More Than Words,0ItdLhiW3d8HPMRSblIwqf,Extreme,6w7j5wQ5AI5OQYlcM15s2L,Beautiful Songs,2,0,False,0.626,0.242,6,-8.658,1,0.0269,0.43,1.09e-06,0.119,0.228,91.259,337829,4
High By The Beach,0vSs35bi7aJi6NKWjQv0GQ,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Beautiful Songs,19,0,True,0.524,0.486,11,-11.067,0,0.0342,0.244,0.00793,0.12,0.0979,131.968,257573,4
Arcade,3EwoDxrgQy0vrSzPB4ILcJ,Duncan Laurence,3klZnJvYGIbWritVwQD434,Beautiful Songs,11,0,False,0.448,0.352,0,-11.504,1,0.047,0.813,0.00119,0.14,0.221,72.111,185147,3
Lost Without You,1YZcyVbdjaJ1BBZXtaZ7ip,Freya Ridings,5pDjmC5mRl7vDJhsjVwNfk,Beautiful Songs,4,0,False,0.384,0.143,6,-8.998,1,0.0388,0.927,0.0,0.0706,0.104,73.015,225076,3
"Endless Love - From ""The Endless Love"" Soundtrack",6KFfceanOOiMdBTDjC9De6,Lionel Richie,3gMaNLQm7D9MornNILzdSl,Beautiful Songs,1,0,False,0.453,0.394,10,-7.154,1,0.0251,0.335,0.0,0.14,0.203,93.381,266453,4
Ribs,03mtVni12owxqVE4sc71Kr,Lorde,163tK9Wjr9P9DmM0AVK7lm,Beautiful Songs,30,0,False,0.525,0.472,4,-9.277,1,0.0739,0.534,0.614,0.11,0.0424,127.945,258969,4
How Long Will I Love You,7sObpMwvOG8nJPRBlSMxSG,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,Beautiful Songs,2,0,False,0.401,0.304,0,-9.19,1,0.0331,0.295,0.000645,0.118,0.173,61.246,154435,5
Smile,5lHSn6rIO6M8BF1O38ephD,Gregory Porter,06nevPmNVfWUXyZkccahL8,Beautiful Songs,1,0,False,0.0859,0.203,3,-15.247,1,0.0339,0.854,0.00018,0.179,0.0715,174.5,257533,4
You Give Me Something,7e9LTcMGA1hFByC5tAgYvG,James Morrison,3LpLGlgRS1IKPPwElnpW35,Beautiful Songs,1,0,False,0.559,0.691,0,-6.492,1,0.12,0.214,0.0,0.0855,0.569,79.749,213173,4
