name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
En Esta Boca,3zKMajDXwhD68TnmMOnCPM,Kany García,69UypehHabb68utzfjAVlV,En Esta Boca,62,0,False,0.803,0.665,4,-6.601,0,0.0392,0.583,0.0,0.155,0.932,140.032,170742,4
Irresistible,3znPiywA0q1VK2jgAZFDoI,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,61,0,False,0.485,0.938,2,-3.123,1,0.112,0.0706,0.0,0.236,0.444,165.049,206507,4
American Beauty/American Psycho,3D4Xkcir5YEhk8Xidkd1dL,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,50,0,False,0.492,0.932,2,-2.401,1,0.203,0.00711,0.0,0.177,0.635,151.166,195947,4
Centuries,04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,80,1,False,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4
The Kids Aren't Alright,3x7NGlfDKQYN2wnwEnL7r9,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,55,0,False,0.615,0.763,6,-4.189,1,0.0322,0.000246,0.141,0.298,0.333,115.991,260920,4
Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,66,0,False,0.623,0.961,4,-2.616,0,0.0869,0.102,0.000171,0.264,0.668,149.963,211573,4
Jet Pack Blues,7d0R90VzB45UWf3Aey0X22,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,52,0,False,0.548,0.889,4,-4.52,0,0.128,0.00784,0.00866,0.341,0.365,156.041,179267,4
Novocaine,5F0bmCjKUufNz1bHXfgRwe,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,56,0,False,0.536,0.974,2,-2.833,1,0.0969,0.0065,0.00102,0.357,0.481,135.997,226867,4
Fourth Of July,1vrjcPplEuenckUzGGp2UR,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,57,0,False,0.481,0.974,4,-3.388,0,0.136,0.139,0.00998,0.406,0.516,79.964,224360,4
Favorite Record,4vC4nKK6bk9pYEVOU4EIbA,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,49,0,False,0.66,0.944,2,-3.692,1,0.0538,0.00607,0.27,0.823,0.682,127.02,203413,4
Immortals,3Te8uLyit6X3ncNW8Fp3K2,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,74,1,False,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387,4
Twin Skeleton's (Hotel In NYC),2WWP0IPX9xFjAMraNHX390,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,51,0,False,0.451,0.939,2,-2.546,0,0.116,0.00219,0.00223,0.366,0.192,80.098,220413,4
Circles,4jXl6VtkFFKIt3ycUQc5LT,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,66,0,False,0.61,0.0316,9,-15.186,1,0.0486,0.896,0.00461,0.108,0.37,151.964,170360,4
Complicated,3WfSNAoj2D8C9noPSGZZFM,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,57,0,False,0.831,0.36,0,-8.073,1,0.052,0.136,0.00217,0.0703,0.601,75.014,232212,4
Blue World,2hwOoMtWPtTSSn6WHV7Vp5,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,73,1,True,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,209440,4
Good News,1DWZUa5Mzf2BwzpHtgbHPY,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,69,1,False,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
I Can See,3R8CyhJfVjvgIROd5RSGhQ,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,55,0,False,0.699,0.503,5,-9.922,0,0.0882,0.391,0.0126,0.0996,0.0546,114.86,220853,4
Everybody,1OuN92HcVG6NVpWbeESNB3,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,56,0,False,0.875,0.599,9,-9.077,0,0.138,0.0333,0.0143,0.113,0.112,152.061,256507,4
Woods,3Qa944OTMZkg8DHjET8JQv,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,65,0,False,0.779,0.362,0,-10.847,1,0.0474,0.135,0.206,0.111,0.46,85.011,286387,4
Hand Me Downs,2Yv2mHzr5AQavVdwQjEokV,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,62,0,False,0.677,0.33,2,-11.198,1,0.149,0.474,0.000871,0.064,0.336,68.985,298440,4
That's On Me,0udOCZp7yk0Ml92C0k8H8D,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,56,0,False,0.583,0.499,10,-10.086,1,0.0261,0.591,0.0104,0.33,0.342,155.199,217868,3
Hands,6CrnvqCxBKVWahSiQwOesM,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,52,0,True,0.739,0.627,0,-8.608,1,0.171,0.0459,0.0,0.159,0.542,74.962,199981,4
Surf,1kwnxJNVl7cwcU98RvMBaR,Mac Miller,4LLpKhyESsyAXpc4laK94U,Circles,65,0,False,0.828,0.182,1,-13.066,0,0.166,0.754,0.0706,0.15,0.231,147.279,330507,4
