name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Electric Love,6Wuou32gHCog0UfyyAfAB5,BØRNS,1KP6TWI40m7p3QBTU6u2xo,Roadtrip Bangers,8,0,False,0.611,0.797,6,-7.623,0,0.054,0.00535,0.0014,0.26,0.523,120.041,218107,4
Mr. Brightside,4EKv8LwYO3QNqGHPeCzAf8,The Killers,0C0XlULifJtAgn6ZNCW2eu,Roadtrip Bangers,7,0,False,0.344,0.931,1,-3.759,1,0.0783,0.00104,0.0,0.0903,0.251,148.104,223973,4
Reelin' In The Years,5IwokP80iGmfOWJig4cE3L,Steely Dan,6P7H3ai06vU1sGvdpBwDmE,Roadtrip Bangers,5,0,False,0.52,0.758,2,-9.92,1,0.0363,0.115,0.0,0.109,0.706,135.349,275467,4
Cruise,1yukAXNQgl7u5yCqzgdElV,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,Roadtrip Bangers,5,0,False,0.479,0.938,10,-3.371,1,0.0351,0.0236,0.0,0.0584,0.903,148.005,210573,4
Suddenly I See,1d6z0xan9aWyHR6dGopCQZ,KT Tunstall,5zzrJD2jXrE9dZ1AklRFcL,Roadtrip Bangers,8,0,False,0.603,0.78,0,-5.531,1,0.0438,0.139,0.0,0.164,0.693,100.499,199040,4
Livin' On A Prayer,731DSyMEWRekNrQQkNGTI4,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Roadtrip Bangers,6,0,False,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,250627,4
Ain't No Mountain High Enough,5cq5GJcgggLt9iVDo0Oal3,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,Roadtrip Bangers,5,0,False,0.668,0.828,7,-6.517,1,0.0616,0.249,7.26e-06,0.162,0.755,129.287,147267,4
I Was Made For Lovin' You,2B04Xv8YRZEOBsmItDXqDh,KISS,07XSN3sPlIlB2L2XNcTwJw,Roadtrip Bangers,5,0,False,0.765,0.875,4,-4.945,1,0.0426,0.155,6.38e-05,0.131,0.852,128.377,268440,4
Losing My Religion,1Mgy5yVdNOQJoi17PyCLP8,R.E.M.,4KWTAlx2RvbpseOGMEmROg,Roadtrip Bangers,5,0,False,0.666,0.854,9,-5.051,0,0.0295,0.179,1.2e-06,0.0986,0.803,125.637,268427,4
Bad Romance,63gx0fvkWullcj9pV4ZhWZ,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Roadtrip Bangers,5,0,True,0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,294573,4
I Gotta Feeling,0n3g0jBKYWuNrYAcN1hZFI,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,Roadtrip Bangers,5,0,False,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,289493,4
Everybody Talks,0k9BluQ5FRmbHOWhYMmHfQ,Neon Trees,0RpddSzUHfncUWNJXKOsjy,Roadtrip Bangers,18,0,True,0.474,0.916,8,-3.93,1,0.0624,0.00504,0.0,0.325,0.745,154.948,177280,4
Everybody Wants To Rule The World,64AbLGMu4GnbSTRZRwgoCT,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,Roadtrip Bangers,7,0,False,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,253400,4
All Star,0e4uTjBwc0bzHgHM8O1XTf,Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,Roadtrip Bangers,5,0,False,0.735,0.878,11,-5.413,1,0.0336,0.0338,0.0,0.0925,0.803,104.374,200253,4
I Took A Pill In Ibiza - Seeb Remix,1IQOJ0nkqm0acgwrgEqxB8,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,Roadtrip Bangers,5,0,True,0.671,0.806,7,-5.198,0,0.0889,0.0305,1.2e-05,0.298,0.646,104.39,202440,4
Walking On A Dream,1MWXszJ77mhs5q4uNPqyVl,Empire Of The Sun,67hb7towEyKvt5Z8Bx306c,Roadtrip Bangers,6,0,False,0.866,0.692,5,-5.782,0,0.0459,0.246,4.75e-06,0.0884,0.737,126.953,196347,4
Stacy's Mom,08OV1527f0FQcfNzDc6BrZ,Fountains Of Wayne,1pgtr4nhBQjp9oCUBPyYWh,Roadtrip Bangers,5,0,False,0.771,0.759,4,-4.896,1,0.0416,0.00286,4.85e-05,0.0658,0.921,118.018,199347,4
Cake By The Ocean,3QEZ2dpiM8vzsnBQSYNbBI,DNCE,6T5tfhQCknKG4UnH90qGnz,Roadtrip Bangers,4,0,True,0.754,0.698,9,-5.806,0,0.0619,0.0367,0.0,0.125,0.888,120.052,234920,4
Wake Me Up - Radio Edit,3GIEKCor7zpPshRP2hqK4f,Avicii,1vCWHaC5f2uS3yhpwWbIA6,Roadtrip Bangers,4,0,False,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,246813,4
ABC,3kAVGpeRgd1gktIewgjAzw,The Jackson 5,2iE18Oxc8YSumAU232n4rW,Roadtrip Bangers,4,0,False,0.53,0.869,8,-6.029,1,0.0588,0.318,5.45e-05,0.233,0.935,187.93,177387,4
VAQUERITA,10Z3XfqcjouvPfh9D3baLF,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,VAQUERITA,39,0,True,0.691,0.541,8,-7.339,1,0.182,0.761,0.000445,0.113,0.737,88.829,152970,4
Shake For Me,2EFtts6z0SRTjBkBzTKapt,Zerb,6mDl7lQiLxT0iQ8LYhAlWy,Shake For Me,20,0,False,0.69,0.886,11,-6.129,1,0.0407,0.00897,0.828,0.318,0.131,124.047,165242,4
Unholy,6VX8HMWL2UOVLKoqx9p1xn,Sam Smith,2wY79sveU1sp5g7SokKOiI,2020s So Far,0,0,False,0.719,0.454,2,-7.384,1,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,156943,4
Bones,148CS9xCKrSAQulpMiCy2A,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2020s So Far,0,0,False,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,165265,4
Players,2OosmYH2WC3Dk4zeU9Ll36,Coi Leray,6AMd49uBDJfhf30Ak2QR5s,2020s So Far,0,0,True,0.948,0.512,6,-5.74,0,0.146,0.0269,8.57e-06,0.0504,0.599,105.004,139560,4
Those Eyes,4v1zji2MFf4fKDQNk4Zq21,New West,69bG9tC62d8oTFC9aTTosn,2020s So Far,8,0,False,0.594,0.35,4,-8.295,1,0.0285,0.711,1.48e-05,0.318,0.232,120.015,220750,3
Nonsense,2QeYMnANOblUWpKtTJoSXg,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2020s So Far,0,0,False,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,163648,4
Ghost,2ORx0c6OdehFUu2sHqsFhf,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2020s So Far,0,0,False,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,153190,4
Heather,7hPYUuPfA28liahbMuEYUl,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,2020s So Far,0,0,False,0.357,0.425,5,-7.301,1,0.0331,0.586,0.0,0.322,0.273,102.074,198040,3
traitor,1D9U49e9lpZbFSKURMplMU,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2020s So Far,0,0,False,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
After Hours,1WwCl7sUNSqVWufbR8aPJb,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2020s So Far,1,0,False,0.651,0.567,5,-5.941,0,0.0317,0.0934,0.00991,0.124,0.138,108.953,361947,4
Happier Than Ever,3E95r6xh7f9ELa0hGbQ4j9,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2020s So Far,0,0,True,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3
Low Down,3Vl2owOI91WS0XucvXshfM,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2020s So Far,3,0,True,0.962,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.956,144652,4
Leave Before You Love Me,3LBwNxU62z6ZDu6lTJtHtV,Marshmello,64KEffDW9EtZ1y2vBYgq8T,2020s So Far,0,0,False,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,154983,4
Fall In Love Alone,79wPEswR6HUNt6btDlaLVd,Stacey Ryan,3sXwEUqxSzb11VpuFa5cvJ,2020s So Far,0,0,False,0.676,0.625,7,-5.455,0,0.0711,0.316,0.000119,0.127,0.522,171.883,205428,4
UNDERSTAND,5JYSlWOneJrVDTwMcT2GNW,keshi,3pc0bOVB5whxmD50W79wwO,2020s So Far,0,0,False,0.379,0.208,5,-13.858,1,0.0426,0.94,1.05e-06,0.114,0.163,82.085,150520,3
UN DIA (ONE DAY),7nzfpR2bGnmktEPVEJDEpS,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,2020s So Far,1,0,False,0.58,0.695,6,-8.244,0,0.0671,0.00638,0.0,0.174,0.402,168.124,232147,4
Here With Me,2jrXf66ZKVE7Av8Cf2f8Pd,d4vd,5y8tKLUfMvliMe8IKamR32,2020s So Far,6,0,False,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,242485,4
Toxic,5sAQkfL7v7UqN04xeSU4zK,BoyWithUke,1Cd373x8qzC7SNUg5IToqp,2020s So Far,1,0,False,0.609,0.619,11,-5.677,1,0.311,0.749,0.0,0.264,0.689,179.71,168067,4
Invincible,2aThb3njBbquAT7SpvQfn7,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,2020s So Far,0,0,True,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4
Run,09iHIrcdHuO4iW4wZa9yo3,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,2020s So Far,2,0,False,0.682,0.723,11,-8.2,0,0.0382,0.331,0.0,0.213,0.661,116.981,168213,4
