name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Spirit Indestructible,5CvJnroQrZVHB1SPqLhqJ8,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,14,0,False,0.743,0.935,2.0,-6.583,0.0,0.0393,0.058,0.544,0.369,0.157,117.989,238613.0,4.0
Big Hoops (Bigger The Better),6DhLWSl0bmBAyDp0bODTop,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,24,0,False,0.636,0.613,2.0,-5.73,1.0,0.0619,0.000461,0.22,0.482,0.275,178.049,226707.0,3.0
High Life,6X7WitVTlt9g5JeahlEB0I,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,6,0,False,0.599,0.735,11.0,-4.562,1.0,0.0966,0.033,0.000384,0.302,0.211,175.969,258973.0,4.0
Parking Lot,5goJVSXhDlmqTGyOlL2SY4,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,8,0,False,0.804,0.914,9.0,-8.006,1.0,0.111,0.00794,0.00224,0.19,0.411,117.972,325400.0,4.0
Something,5uTpmpBWI3ShH0iwgiWOBC,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,3,0,False,0.596,0.528,11.0,-7.251,0.0,0.176,0.0159,0.0808,0.127,0.122,191.965,215213.0,4.0
Bucket List,2MLrnTka4bgZbY0TjNhL2e,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,4,0,False,0.685,0.734,1.0,-6.5,0.0,0.132,0.0498,0.209,0.0974,0.589,102.941,262160.0,4.0
The Most Beautiful Thing,4f7l3PE1TXq8v9buBE7a3u,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,2,0,False,0.538,0.716,9.0,-7.616,1.0,0.04,0.0676,0.0766,0.101,0.218,94.816,239093.0,4.0
Waiting For The Night,5KxEfMAzkUpzhKypba2wwQ,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,6,0,False,0.692,0.769,3.0,-6.108,0.0,0.0306,0.00227,0.00623,0.622,0.507,131.989,268707.0,4.0
Miracles,6sxTVaYlcJcePhByTkdv6B,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,3,0,False,0.453,0.68,0.0,-6.756,0.0,0.0463,0.0194,0.0218,0.185,0.466,194.018,206573.0,4.0
Circles,0Ge92rNkqWTC6WTcv15sbZ,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,4,0,False,0.463,0.62,11.0,-6.319,1.0,0.146,0.0243,0.000699,0.163,0.652,193.995,231760.0,4.0
Enemy,1NbfbbxcOzPwzDfObB0Nuj,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,The Spirit Indestructible,3,0,False,0.724,0.709,4.0,-6.609,1.0,0.0432,0.0319,0.342,0.329,0.411,120.004,258067.0,4.0
