name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
In The Afternoon,3d9aUOk1b0muVMSt8eXeiV,MGMT,0SwO7SWeDHJijQ3XNS7xEE,In The Afternoon,40,0,False,0.578,0.798,10,-5.174,0,0.0367,0.000385,0.00614,0.118,0.311,115.068,226253,4
Who's Taking You Home,0eezrc1XfAfhceVFRXdiY4,KYLE,4qBgvVog0wzW75IQ48mU7v,Who's Taking You Home,26,0,False,0.827,0.618,4,-6.238,0,0.0902,0.0837,0.000323,0.352,0.404,132.008,162892,4
Kilómetros,0KPr7jxjhFlQBIWiVmUAUg,Xavi,3Me35AWHCGqW4sZ7bWWJt1,Kilómetros,28,0,False,0.706,0.364,9,-9.212,1,0.034,0.624,0.0,0.13,0.34,126.981,191575,4
The Kiss - 2006 Remaster,0vkUqmXgUJxvuJ0yVRCmni,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,33,0,True,0.384,0.593,7,-8.026,1,0.0549,0.557,0.753,0.0937,0.42,157.531,376320,4
Catch - 2006 Remaster,3HGTC34bsQwEdTV6u0PJz4,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,31,0,False,0.531,0.726,2,-8.875,1,0.0304,0.452,1.16e-06,0.215,0.606,104.984,163600,4
Torture - 2006 Remaster,57kJI6reqk6NOBmpYYZs1I,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,27,0,False,0.554,0.918,0,-5.928,1,0.0372,0.165,0.00123,0.46,0.677,124.467,256640,4
If Only Tonight We Could Sleep - 2006 Remaster,717QIXfxQT6WNgsJkWuOxy,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,29,0,False,0.601,0.439,5,-11.192,1,0.0257,0.251,0.0151,0.204,0.256,81.165,292520,4
Why Can't I Be You? - 2006 Remaster,4E8AEddgGU3PHWQOGbXpMe,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,33,0,False,0.635,0.907,0,-7.276,0,0.0383,0.417,2.09e-05,0.0725,0.812,107.681,193200,4
How Beautiful You Are - 2006 Remaster,4rl8gw5Pzen7r2CjB1fylc,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,34,0,False,0.493,0.897,4,-7.606,0,0.0415,0.0835,0.000142,0.205,0.611,145.094,312560,4
The Snakepit - 2006 Remaster,5uVxmb4qA7bRLc6E9Dt1Hz,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,23,0,False,0.428,0.75,9,-7.232,0,0.025,0.0327,0.802,0.48,0.762,173.793,417867,4
Hey You!!! - 2006 Remaster,1WUSs195It8jj78gYMD9CT,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,26,0,False,0.323,0.919,2,-5.074,1,0.0457,0.0281,0.000435,0.949,0.864,170.909,142813,4
Just like Heaven - 2006 Remaster,1KSkVwl54ghzE1jSbsVNBr,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,45,0,False,0.442,0.935,9,-6.903,1,0.0424,0.0524,0.000307,0.188,0.514,151.448,212013,4
All I Want - 2006 Remaster,0rxwAlMPozO5s7twIpJq0T,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,34,0,False,0.384,0.913,9,-5.455,0,0.0493,0.0426,0.000401,0.569,0.658,120.251,320907,4
Hot Hot Hot!!! - 2006 Remaster,7x8jinx6zTL74mN5cf8kq9,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,31,0,False,0.748,0.905,9,-5.293,0,0.033,0.266,0.000128,0.0426,0.857,112.136,214240,4
One More Time - 2006 Remaster,0TDkinXBwm9P5QDIGdkZX8,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,31,0,False,0.456,0.53,6,-9.083,1,0.0281,0.46,0.00592,0.121,0.373,102.107,271693,4
Like Cockatoos - 2006 Remaster,0VPpOH6jB9zcxhd4cRKSf0,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,25,0,False,0.54,0.953,5,-9.3,0,0.0524,0.238,0.0428,0.966,0.343,96.127,219573,4
Icing Sugar - 2006 Remaster,3qWQzK7XZ8fAprUjaQUN5h,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,23,0,False,0.545,0.939,0,-7.935,0,0.036,0.0841,0.819,0.111,0.751,142.627,228480,4
The Perfect Girl - 2006 Remaster,2no26rATSaJiyhZCyxKApg,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,40,0,False,0.618,0.817,7,-6.774,1,0.0296,0.31,8.92e-06,0.319,0.842,101.799,153040,4
A Thousand Hours - 2006 Remaster,4qOuHC4OwqeZmne2rcuNKA,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,25,0,False,0.395,0.454,2,-8.657,1,0.0277,0.213,0.142,0.224,0.421,178.787,202813,4
Shiver and Shake - 2006 Remaster,22MvhYcci5NbZQ9IK48jeY,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,22,0,True,0.336,0.956,11,-6.97,1,0.0545,0.0157,0.00401,0.587,0.429,153.775,208280,4
Fight - 2006 Remaster,2zOxF9jOKpUvnVOgFzjcTv,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,22,0,False,0.481,0.869,7,-6.72,0,0.0395,0.301,0.193,0.43,0.33,166.303,271960,4
The Kiss - RS Home Demo 3/86; Instrumental,2Rw1V1iP3aF9a9CUVm27w4,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,15,0,False,0.514,0.627,7,-8.063,1,0.267,0.0112,0.808,0.106,0.112,161.892,218587,4
The Perfect Girl - Beethoven St. Studio Demo 6/86; Instrumental,0UbX1LfxOGfmnHZGzsYuYe,The Cure,7bu3H8JO7d0UbMoVzbo70s,Kiss Me Kiss Me Kiss Me,15,0,False,0.553,0.671,7,-8.72,1,0.0271,0.122,0.884,0.423,0.523,101.993,204600,4
Te Espero - feat. Maria Becerra,46GsFW8AFIvi8TUDlYRlXR,Prince Royce,3MHaV05u0io8fQbZ2XPtlC,Te Espero (feat. Maria Becerra),62,0,False,0.733,0.689,10,-5.083,0,0.0307,0.345,0.0,0.0429,0.828,126.943,246850,4
All Or Nothing,2AcKLW30dJ03qXsGU3RehH,Topic,0u6GtibW46tFX7koQ6uNJZ,All Or Nothing,59,0,False,0.598,0.783,5,-3.908,0,0.0392,0.173,0.0,0.0696,0.396,126.018,147973,4
Make Me Like You - RAC Mix,1ADGO7cYmpHc5Wa2My4SDC,Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,Make Me Like You (The Remixes),21,0,False,0.677,0.868,3,-2.946,1,0.0585,0.0496,8.31e-05,0.0986,0.859,118.033,209733,4
Make Me Like You - Sad Money Remix,1JV5K5zaB5PPCcw2NBPH9j,Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,Make Me Like You (The Remixes),10,0,False,0.829,0.384,0,-5.816,0,0.0954,0.538,0.00054,0.0735,0.814,130.008,178800,4
Make Me Like You - Chris Cox DMS Remix,2WCj7VZNoGl8zblMzOJU8V,Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,Make Me Like You (The Remixes),17,0,False,0.802,0.935,0,-1.942,1,0.122,0.00166,0.0782,0.926,0.769,127.02,289627,4
★,1Xb5UAKg5OdTHkg48FdQou,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,Blackstar,47,0,False,0.364,0.525,6,-9.203,1,0.0321,0.208,0.0605,0.183,0.122,98.042,597933,4
