name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Me Enamora,14Y6K8JKPglmbPp3QwrX5i,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,23,0,False,0.74,0.673,0,-2.872,1,0.102,0.232,4.45e-06,0.12,0.698,180.026,198592,4
Imagínate (feat. Nicky Jam),1V0QAjYD9LkDTUlHAtPDFb,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,20,0,True,0.741,0.784,0,-4.534,0,0.088,0.386,0.0,0.25,0.697,94.007,187840,4
Kush,5WqETTgZEuQF1PHKELc7HR,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,23,0,True,0.724,0.537,1,-6.94,1,0.292,0.375,6.8e-06,0.0693,0.45,73.976,214054,4
La Pared 360,3qJ2OIKaDWeFiB5HoSKWO3,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,23,0,True,0.776,0.72,2,-4.681,0,0.151,0.231,0.0,0.147,0.829,168.273,152596,4
Enfermo de Riqueza,0G4k7dKDjfegHR88ne9btJ,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,22,0,True,0.527,0.744,0,-5.664,0,0.0512,0.508,0.0,0.0603,0.901,119.897,234612,3
A 100,212v4iybqlsbYzYUsy1okL,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,21,0,False,0.624,0.543,6,-4.868,1,0.425,0.479,2.16e-05,0.145,0.353,92.0,218913,4
TBT,1iyZqqWDNGBaor7iJJCLQq,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,20,0,False,0.816,0.773,11,-4.252,0,0.215,0.312,0.000775,0.0739,0.8,160.032,211157,4
Discípulo,4pDLJQjLONYxiBkDgfQola,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,18,0,True,0.795,0.752,9,-3.344,1,0.202,0.268,0.000155,0.0854,0.807,165.964,189126,4
La Neta,3wcFnXLrVZf6MO32PMO9jJ,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,20,0,False,0.814,0.774,11,-2.082,0,0.284,0.141,0.000468,0.108,0.741,175.86,174545,4
Sorpresa,0IYEjK6yQk8e0VDm2DYF3w,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,16,0,False,0.689,0.605,7,-4.687,0,0.176,0.178,0.000487,0.122,0.478,172.067,159855,4
La Mujer Traiciona,4VN7HSmISvQTWFvvntU5U6,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,19,0,False,0.789,0.575,9,-4.609,0,0.378,0.288,0.0,0.175,0.791,104.507,171696,4
Rutina (feat. KEVVO),35TpBRETnxcTTuiGnGlqWs,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,15,0,False,0.78,0.823,7,-4.448,1,0.212,0.0282,0.00155,0.275,0.705,183.943,235137,4
Acerola,2tdxL50z7eNRXHC6Q0mZny,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,14,0,True,0.888,0.594,1,-3.521,1,0.267,0.228,0.0289,0.083,0.582,95.012,183985,4
Lo Tengo Todo,68jrk7GeUQHXIuhdgoebEC,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,14,0,True,0.548,0.697,0,-4.65,0,0.0429,0.185,1.96e-05,0.818,0.339,179.895,171498,4
"La Pared 720 (feat. Justin Quiles, Brray)",0fxnCHHRsFXLlMLtgjfwRL,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,36,0,True,0.698,0.845,7,-4.705,1,0.12,0.176,0.0,0.239,0.749,171.938,276105,4
"TBT (Remix) [feat. Micro TDH, Feid]",04EEFXiqJMWsMMyJuq6wzU,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,29,0,True,0.717,0.781,11,-4.546,0,0.0987,0.379,4.45e-06,0.291,0.781,159.975,298114,4
Que Vamo’ Hacer?,3Lnfbc1ZlIzIU5KmAeQNj4,Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,KRACK DELUXE,40,0,True,0.763,0.723,9,-3.328,1,0.132,0.425,3.52e-06,0.083,0.815,170.044,211465,4
