name,id,artist,artist_id,album,popularity,is_top_10,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"And Here We Are Again - Live At The BBC For ""Pop Go The Beatles"" / 23rd July, 1963",1GOrFU6g2HwRn5oo9oBmfV,Rodney Burke,1jAAEl8HV0SYP8GT5Z22MR,On Air - Live At The BBC (Vol.2),1,1,False,0.772,0.306,8,-16.52,1,0.932,0.773,0.0,0.281,0.965,47.246,15428,3
"Words Of Love - Live At The BBC For ""Pop Go The Beatles"" / 20th August, 1963",32O18bd2TXidvDc24fWb8d,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,On Air - Live At The BBC (Vol.2),24,0,False,0.634,0.607,9,-10.635,1,0.0277,0.776,0.000451,0.176,0.925,126.776,115747,4
"How About It, Gorgeous? - Live At The BBC For ""Pop Go The Beatles"" / 30th July, 1963",33zZLefXgcbX3f0CFQ49b0,Rodney Burke,1jAAEl8HV0SYP8GT5Z22MR,On Air - Live At The BBC (Vol.2),18,1,False,0.649,0.176,7,-20.148,1,0.942,0.944,0.0,0.35,0.923,86.051,37267,1
"Do You Want To Know A Secret - Live At The BBC For ""Pop Go The Beatles"" / 30th July, 1963",395dNtREg9CV943xnYim8c,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,On Air - Live At The BBC (Vol.2),32,0,False,0.551,0.352,1,-11.919,0,0.0314,0.65,0.0,0.471,0.717,135.669,107520,4
"Lucille - Live At The BBC For ""Pop Go The Beatles"" / 17th September, 1963",1KhdqGq6CNKBqPddqjFCQo,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,On Air - Live At The BBC (Vol.2),21,0,False,0.588,0.843,7,-9.296,0,0.044,0.752,0.00275,0.476,0.91,137.253,148800,4
"Hey Paul…. - Live At The BBC For ""Pop Go The Beatles"" / 25th June, 1963",1ijQL9FezAggswh77wxvNK,Lee Peters,04c0IQ11Hjdc0LvGGNGqkf,On Air - Live At The BBC (Vol.2),1,1,False,0.769,0.16,11,-18.609,1,0.935,0.852,0.0,0.153,0.969,125.657,21067,4
"Anna (Go To Him) - Live At The BBC For ""Pop Go The Beatles"" / 27th August, 1963",07C5ez7XXvd9sE5YM3X83F,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,On Air - Live At The BBC (Vol.2),26,0,False,0.71,0.474,2,-11.609,1,0.0331,0.944,0.0163,0.256,0.813,111.623,169560,4
"Hello! - Live At The BBC For ""Pop Go The Beatles"" / 25th June, 1963",5vMWnicTtNy4gaJCsDZq7E,Lee Peters,04c0IQ11Hjdc0LvGGNGqkf,On Air - Live At The BBC (Vol.2),0,1,False,0.736,0.26,6,-19.874,1,0.943,0.907,0.0,0.265,0.973,130.195,18880,5
"Please Please Me - Live At The BBC For ""Pop Go The Beatles"" / 13th August, 1963",6r4AQXhOKOZzerkc96Qv2q,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,On Air - Live At The BBC (Vol.2),22,0,False,0.524,0.614,4,-10.379,1,0.0376,0.798,0.0,0.213,0.824,140.608,115440,4
"Misery - Live At The BBC For ""Here We Go"" / 12th March, 1963",5VxD1v6bjVC8hOW5pRzDIb,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,On Air - Live At The BBC (Vol.2),21,0,False,0.68,0.535,0,-11.952,1,0.0346,0.298,0.0,0.833,0.858,136.854,109573,4
"I'm Talking About You - Live At The BBC For ""Saturday Club"" / 16th March, 1963",6MVohEoExQiPfsoTeWh5NA,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,On Air - Live At The BBC (Vol.2),21,0,False,0.579,0.772,4,-9.387,1,0.0419,0.826,0.742,0.548,0.948,143.73,112133,4
"A Real Treat - Live At The BBC For ""Pop Go The Beatles"" / 25th June, 1963",3PbfhMu7zctIe6ayA8uZAN,Lee Peters,04c0IQ11Hjdc0LvGGNGqkf,On Air - Live At The BBC (Vol.2),22,1,False,0.742,0.254,7,-17.763,1,0.942,0.845,0.0,0.171,0.798,86.107,36720,4
"Boys - Live At The BBC For ""Pop Go The Beatles"" / 25th June, 1963",3b4XdfAEmkrt90CRn6kJpO,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,On Air - Live At The BBC (Vol.2),19,0,False,0.502,0.609,9,-10.167,1,0.0364,0.644,0.0,0.496,0.792,144.439,148773,4
"Absolutely Fab - Live At The BBC For ""Pop Go The Beatles"" / 25th June, 1963",2W0zZys4Arb0PWeuBftUrp,Lee Peters,04c0IQ11Hjdc0LvGGNGqkf,On Air - Live At The BBC (Vol.2),1,1,False,0.786,0.289,3,-17.944,0,0.939,0.905,0.0,0.202,0.949,62.393,27387,5
